Date,High,Low,Open,Close,Volume,Adj Close
2016-11-08,227.84616088867188,225.3076934814453,225.92308044433594,226.3076934814453,4657822.0,208.04197692871094
2016-11-09,229.3076934814453,223.61538696289062,225.53846740722656,227.92308044433594,7026045.0,209.52699279785156
2016-11-10,237.23077392578125,229.46153259277344,229.61538696289062,233.92308044433594,10572224.0,215.04275512695312
2016-11-11,236.6923065185547,233.61538696289062,234.53846740722656,236.23077392578125,5552612.0,217.1641387939453
2016-11-14,237.3076934814453,234.53846740722656,236.46153259277344,234.6923065185547,4906265.0,215.74989318847656
2016-11-15,236.6923065185547,232.61538696289062,234.46153259277344,236.53846740722656,5224180.0,217.4470672607422
2016-11-16,236.76922607421875,234.92308044433594,235.76922607421875,236.46153259277344,3284554.0,217.3762969970703
2016-11-17,237.46153259277344,235.84616088867188,236.15383911132812,236.84616088867188,2318433.0,217.72987365722656
2016-11-18,237.6923065185547,234.76922607421875,236.53846740722656,235.92308044433594,3715907.0,216.88131713867188
2016-11-21,237.53846740722656,235.23077392578125,236.07691955566406,237.46153259277344,2877719.0,218.2955780029297
2016-11-22,240.3076934814453,237.53846740722656,237.92308044433594,239.84616088867188,3603769.0,220.48776245117188
2016-11-23,241.38461303710938,239.84616088867188,240.3076934814453,241.07691955566406,3155503.0,221.61917114257812
2016-11-25,242.23077392578125,240.6923065185547,241.92308044433594,241.84616088867188,1710995.0,222.32632446289062
2016-11-28,241.76922607421875,240.07691955566406,241.0,240.38461303710938,2872051.0,220.98272705078125
2016-11-29,241.15383911132812,238.3076934814453,240.61538696289062,238.84616088867188,4085081.0,219.5684814453125
2016-11-30,240.53846740722656,236.53846740722656,239.84616088867188,236.61538696289062,5932797.0,217.51776123046875
2016-12-01,242.0,235.53846740722656,235.6923065185547,241.46153259277344,5811260.0,221.97271728515625
2016-12-02,242.23077392578125,240.46153259277344,241.23077392578125,241.07691955566406,2782130.0,221.61917114257812
2016-12-05,241.92308044433594,238.92308044433594,241.76922607421875,239.3076934814453,2877979.0,219.9927520751953
2016-12-06,240.3076934814453,238.53846740722656,239.92308044433594,239.76922607421875,2284529.0,220.41702270507812
2016-12-07,243.07691955566406,237.92308044433594,238.53846740722656,243.07691955566406,4276610.0,223.45774841308594
2016-12-08,243.84616088867188,241.53846740722656,243.07691955566406,242.53846740722656,3658863.0,222.9627685546875
2016-12-09,245.53846740722656,241.15383911132812,241.92308044433594,244.46153259277344,4059562.0,224.7306365966797
2016-12-12,246.07691955566406,243.53846740722656,243.61538696289062,245.07691955566406,4035291.0,225.2963104248047
2016-12-13,246.15383911132812,243.15383911132812,245.38461303710938,244.15383911132812,4485052.0,224.44775390625
2016-12-14,246.0,241.84616088867188,243.15383911132812,242.3076934814453,5677789.0,222.75059509277344
2016-12-15,245.76922607421875,239.46153259277344,242.23077392578125,240.46153259277344,5639062.0,221.05345153808594
2016-12-16,245.15383911132812,242.0,242.46153259277344,244.23077392578125,9356906.0,224.51849365234375
2016-12-19,246.15383911132812,243.92308044433594,244.3076934814453,245.53846740722656,4543734.0,225.72059631347656
2016-12-20,249.07691955566406,245.46153259277344,245.53846740722656,248.07691955566406,5176366.0,228.05421447753906
2016-12-21,248.0,246.53846740722656,247.6923065185547,247.15383911132812,3635411.0,227.20562744140625
2016-12-22,245.76922607421875,244.46153259277344,245.46153259277344,244.76922607421875,3145194.0,226.7068634033203
2016-12-23,245.6923065185547,244.38461303710938,245.15383911132812,245.23077392578125,1948518.0,227.13436889648438
2016-12-27,246.53846740722656,245.0,245.3076934814453,245.38461303710938,2035267.0,227.27687072753906
2016-12-28,245.92308044433594,243.61538696289062,244.92308044433594,243.84616088867188,2455141.0,225.8519287109375
2016-12-29,245.23077392578125,243.84616088867188,244.15383911132812,243.92308044433594,2091973.0,225.92312622070312
2016-12-30,244.61538696289062,242.38461303710938,243.3076934814453,243.07691955566406,3309176.0,225.13946533203125
2017-01-03,244.92308044433594,241.53846740722656,243.61538696289062,243.76922607421875,4179435.0,225.78067016601562
2017-01-04,244.84616088867188,243.23077392578125,244.23077392578125,243.84616088867188,2787577.0,225.8519287109375
2017-01-05,244.23077392578125,240.84616088867188,242.84616088867188,242.46153259277344,3361384.0,224.56947326660156
2017-01-06,244.38461303710938,241.23077392578125,242.92308044433594,243.15383911132812,2875704.0,225.21072387695312
2017-01-09,243.53846740722656,241.76922607421875,243.38461303710938,242.0,2764125.0,224.14199829101562
2017-01-10,243.23077392578125,241.3076934814453,242.0,241.3076934814453,3536325.0,223.50079345703125
2017-01-11,242.46153259277344,240.3076934814453,240.3076934814453,242.07691955566406,3690063.0,224.21324157714844
2017-01-12,242.07691955566406,239.46153259277344,241.92308044433594,241.46153259277344,3889093.0,223.64329528808594
2017-01-13,241.92308044433594,240.38461303710938,241.23077392578125,241.23077392578125,3162094.0,223.4295654296875
2017-01-17,241.92308044433594,239.6923065185547,239.76922607421875,240.53846740722656,3747549.0,222.78829956054688
2017-01-18,241.07691955566406,239.46153259277344,240.07691955566406,240.23077392578125,3211182.0,222.5033416748047
2017-01-19,241.07691955566406,238.84616088867188,240.38461303710938,240.07691955566406,4900727.0,222.36083984375
2017-01-20,237.6923065185547,233.07691955566406,236.61538696289062,234.84616088867188,10861851.0,217.51608276367188
2017-01-23,234.6923065185547,227.53846740722656,234.61538696289062,228.84616088867188,7682142.0,211.9588165283203
2017-01-24,231.23077392578125,229.38461303710938,229.6923065185547,230.76922607421875,4379245.0,213.73997497558594
2017-01-25,234.38461303710938,232.46153259277344,234.0,233.61538696289062,4957121.0,216.3761444091797
2017-01-26,234.53846740722656,231.76922607421875,234.15383911132812,233.23077392578125,3479723.0,216.01991271972656
2017-01-27,234.15383911132812,230.3076934814453,233.84616088867188,230.84616088867188,3900728.0,213.8112335205078
2017-01-30,231.53846740722656,229.0,230.46153259277344,230.46153259277344,3407534.0,213.4550018310547
2017-01-31,230.0,226.92308044433594,229.61538696289062,228.46153259277344,5031442.0,211.60260009765625
2017-02-01,229.3076934814453,227.38461303710938,228.6923065185547,228.38461303710938,3338699.0,211.5312957763672
2017-02-02,228.53846740722656,226.92308044433594,227.53846740722656,228.3076934814453,2822235.0,211.46014404296875
2017-02-03,229.23077392578125,227.23077392578125,229.15383911132812,228.46153259277344,4043559.0,211.60260009765625
2017-02-06,228.84616088867188,227.46153259277344,228.3076934814453,228.15383911132812,3084263.0,211.31759643554688
2017-02-07,229.3076934814453,227.15383911132812,228.84616088867188,227.38461303710938,3091179.0,210.6051788330078
2017-02-08,227.23077392578125,225.07691955566406,227.0,226.38461303710938,4183582.0,209.678955078125
2017-02-09,228.46153259277344,226.61538696289062,227.07691955566406,227.61538696289062,2816580.0,210.81887817382812
2017-02-10,228.84616088867188,227.3076934814453,228.76922607421875,228.61538696289062,2962323.0,211.7450714111328
2017-02-13,231.23077392578125,228.6923065185547,229.84616088867188,231.07691955566406,4812600.0,214.0249786376953
2017-02-14,232.92308044433594,230.15383911132812,231.76922607421875,232.92308044433594,4553679.0,215.73487854003906
2017-02-15,233.46153259277344,232.15383911132812,233.0,233.46153259277344,3311399.0,216.23365783691406
2017-02-16,234.38461303710938,233.07691955566406,233.46153259277344,234.23077392578125,3371225.0,216.94607543945312
2017-02-17,234.15383911132812,232.3076934814453,233.92308044433594,233.61538696289062,2840422.0,216.3761444091797
2017-02-21,235.3076934814453,233.38461303710938,233.92308044433594,234.76922607421875,3931330.0,217.44483947753906
2017-02-22,235.0,232.76922607421875,234.76922607421875,233.3076934814453,3916185.0,216.09115600585938
2017-02-23,231.38461303710938,229.61538696289062,231.07691955566406,230.92308044433594,3763227.0,215.5884552001953
2017-02-24,232.23077392578125,229.07691955566406,229.53846740722656,232.23077392578125,3552081.0,216.80926513671875
2017-02-27,231.92308044433594,230.0,231.15383911132812,230.3076934814453,3064334.0,215.013916015625
